Details,Accession,Release_Date,Species,Genus,Family,Length,Nuc._Completeness,Genotype,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
,KF600613,2013-09-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30064,complete,,Saudi Arabia,Homo sapiens,,2013-02-05,,"Middle East respiratory syndrome coronavirus isolate Riyadh_3_2013, complete genome"
,AY394990,2004-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29736,complete,,,,,,,"SARS coronavirus HZS2-E, complete genome"
,MG757593,2019-01-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30096,complete,,Saudi Arabia,Homo sapiens,oronasopharynx,2015-08-22,,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-002D1N/2015, complete genome"
,MG757597,2019-01-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30096,complete,,Saudi Arabia,Homo sapiens,oronasopharynx,2015-08-24,,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-007D1N/2015, complete genome"
,MK303623,2019-03-30T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30419,complete,,,,,,SAMN10485241,"Human coronavirus OC43 isolate MDS12, complete genome"
,MK303622,2019-03-30T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30665,complete,,,,,,SAMN10485240,"Human coronavirus OC43 isolate MDS11, complete genome"
,MK303624,2019-03-30T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30664,complete,,,,,,SAMN10485242,"Human coronavirus OC43 isolate MDS14, complete genome"
,MN365232,2019-09-04T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30118,complete,,Saudi Arabia,Homo sapiens,oronasopharynx,2019-01-28,,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-19001796/2019, complete genome"
,MK303619,2019-03-30T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30664,complete,,,,,,SAMN10485239,"Human coronavirus OC43 isolate MDS6, complete genome"
,MK303621,2019-03-30T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30664,complete,,,,,,SAMN10485237,"Human coronavirus OC43 isolate MDS4, complete genome"
,MG757138,2019-02-05T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,31026,complete,,France,Bos taurus,lung,2014,,"Bovine coronavirus isolate ICSA21-LBA, complete genome"
,MK462252,2019-03-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30118,complete,,Saudi Arabia,Homo sapiens,oronasopharynx,2018-08-03,,"Middle East respiratory syndrome-related coronavirus strain Hu/Tabuk-KSA-153/2018, complete genome"
,MK462253,2019-03-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30118,complete,,Saudi Arabia,Homo sapiens,oronasopharynx,2018-08-30,,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-18013832/2018, complete genome"
,NC_006213,2019-02-21T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30741,"refseq, complete",OC43,USA,,,,,"Human coronavirus OC43 strain ATCC VR-759, complete genome"
,MG757594,2019-01-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30096,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2015-08-24,,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-004D1S/2015, complete genome"
,MK357908,2019-01-30T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29797,complete,,Kenya,Camelus dromedarius,,2017-04-21,,"Middle East respiratory syndrome-related coronavirus isolate 011/DAB/C8/F<1, complete genome"
,MK129253,2019-02-26T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30150,complete,,South Korea,Homo sapiens,oronasopharynx,2018-10-20,,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV/KOR/KCDC/001_2018-TSVi, complete genome"
,MK462245,2019-03-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30115,complete,,Saudi Arabia,Homo sapiens,oronasopharynx,2017-08-15,,"Middle East respiratory syndrome-related coronavirus strain Hu/Jeddah-KSA-173RS1512/2017, complete genome"
,MK462249,2019-03-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30118,complete,,Saudi Arabia,Homo sapiens,oronasopharynx,2018-07-09,,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-18012493/2018, complete genome"
,MG197712,2018-09-16T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30497,complete,,China,,oronasopharynx,2015-06-09,,"Human coronavirus OC43 strain BJ-165, complete genome"
,NC_001846,1997-11-22T00:00:00Z,Murine coronavirus,Betacoronavirus,Coronaviridae,31357,"refseq, complete",,,,,,,"Mouse hepatitis virus strain MHV-A59 C12 mutant, complete genome"
,MK062180,2018-11-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29727,complete,,USA,Homo sapiens,,2017-05-28,,"SARS coronavirus Urbani isolate icSARS-MA, complete genome"
,MK062179,2018-11-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29727,complete,,USA,Homo sapiens,,2017-05-27,,"SARS coronavirus Urbani isolate icSARS, complete genome"
,MK062181,2018-11-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29727,complete,,USA,Homo sapiens,,2017-05-29,,"SARS coronavirus Urbani isolate icSARS-C3, complete genome"
,KT121573,2015-11-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29896,complete,,Saudi Arabia,Homo sapiens,,2014-05-09,,"Middle East respiratory syndrome coronavirus isolate KFMC-3, complete genome"
,MG912596,2018-08-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,Saudi Arabia,Homo sapiens,oronasopharynx,2017-06-02,,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-7373/2017, complete genome"
,MH306207,2018-05-30T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30119,complete,,Saudi Arabia,Homo sapiens,,2016-08-01,,"Middle East respiratory syndrome-related coronavirus strain HCoV-EMC, complete genome"
,MG923474,2018-03-20T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29454,complete,,Nigeria,Camelus dromedarius,,2016-01-24,,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Nigeria/NV1405/2016, complete genome"
,KY417143,2017-11-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29741,complete,,China,Rhinolophus sinicus,,2012-09-18,,"Bat SARS-like coronavirus isolate Rs4081, complete genome"
,MH043954,2018-04-17T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,31016,complete,,USA,Bos taurus,feces,2017-04,,"Bovine coronavirus isolate 4-17-08, complete genome"
,MH029552,2019-03-06T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,Saudi Arabia,Homo sapiens,oronasopharynx,2015-08-26,,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-008D3N/2015, complete genome"
,MK462244,2019-03-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30118,complete,,Saudi Arabia,Homo sapiens,oronasopharynx,2017-08-07,,"Middle East respiratory syndrome-related coronavirus strain Hu/Aseer-KSA-173RS1288/2017, complete genome"
,MK462254,2019-03-02T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30118,complete,,Saudi Arabia,Homo sapiens,oronasopharynx,2018-08-31,,"Middle East respiratory syndrome-related coronavirus strain Hu/Qaseem-KSA-18013897/2018, complete genome"
,MN988713,2020-01-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29882,complete,,USA,Homo sapiens,"lung, oronasopharynx",2020-01-21,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-IL1/2020, complete genome"
,MN938384,2020-01-24T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29838,complete,,China,Homo sapiens,oronasopharynx,2020-01-10,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV_HKU-SZ-002a_2020, complete genome"
,MN994468,2020-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29883,complete,,USA,Homo sapiens,oronasopharynx,2020-01-22,,"Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA2/2020, complete genome"
,KY674921,2017-03-29T00:00:00Z,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,29820,complete,,USA,Homo sapiens,,2016,,"Human coronavirus HKU1 genotype B strain N08-87, complete genome"
,KY674920,2017-03-29T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30581,complete,,USA,Homo sapiens,,2016,,"Human coronavirus OC43 strain N09-595B, complete genome"
,KY674943,2017-03-29T00:00:00Z,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,29908,complete,,USA,Homo sapiens,,2016,,"Human coronavirus HKU1 strain N09-1605B, complete genome"
,KY674917,2017-03-29T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30536,complete,,USA,Homo sapiens,,2016,,"Human coronavirus OC43 strain N07-1609B, complete genome"
,KY419104,2017-04-03T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30530,complete,,USA,Sus scrofa scrofa,oronasopharynx,2015-08-15,,"Porcine hemagglutinating encephalomyelitis virus strain PHEV CoV USA-15TOSU0331, complete genome"
,KY419107,2017-04-03T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,29866,complete,,USA,Sus scrofa scrofa,oronasopharynx,2015-07-25,,"Porcine hemagglutinating encephalomyelitis virus strain PHEV CoV USA-15TOSU1209, complete genome"
,KY419108,2017-04-03T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,751,complete,,USA,Sus scrofa scrofa,oronasopharynx,2015-10-03,,"Porcine hemagglutinating encephalomyelitis virus strain PHEV CoV USA-15TOSU24992, complete genome"
,KY419103,2017-04-03T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30632,complete,,USA,Sus scrofa scrofa,oronasopharynx,2015-09-15,,"Porcine hemagglutinating encephalomyelitis virus strain PHEV CoV USA-15TOSU25049, complete genome"
,KX154686,2017-04-30T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30096,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2016-02,,"Middle East respiratory syndrome coronavirus isolate Hu/Riyadh-KSA-11898/2016, complete genome"
,KX154691,2017-04-30T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30096,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2016-02-25,,"Middle East respiratory syndrome coronavirus isolate Hu/Riyadh-KSA-12832/2016, complete genome"
,KX154690,2017-04-30T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30096,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2016-01,,"Middle East respiratory syndrome coronavirus isolate Hu/Jeddah-KSA-161RS1146/2016, complete genome"
,KX154692,2017-04-30T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30096,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2016-02-27,,"Middle East respiratory syndrome coronavirus isolate Hu/Riyadh-KSA-12969/2016, complete genome"
,KX108945,2016-12-29T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30101,complete,,United Arab Emirates,Camelus dromedarius,,2015-05-29,,"Middle East respiratory syndrome coronavirus isolate D1271/15, complete genome"
,KT444582,2016-01-13T00:00:00Z,SARS-like coronavirus WIV16,Betacoronavirus,Coronaviridae,30290,complete,,China,Rhinolophus sinicus,feces,2013-07-21,,"SARS-like coronavirus WIV16, complete genome"
,KT806047,2016-01-13T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30087,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2015-03-27,,"Middle East respiratory syndrome coronavirus isolate Hu/Hufuf-KSA-9158/2015, complete genome"
,KT806045,2016-01-13T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30096,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2015-02-22,,"Middle East respiratory syndrome coronavirus isolate Hu/Jeddah-KSA-C21271/2015, complete genome"
,DQ415898,2006-06-30T00:00:00Z,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,29815,complete,,China,,oronasopharynx,,,"Human coronavirus HKU1 strain N21 genotype C, complete genome"
,KT368886,2015-12-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30118,complete,,Saudi Arabia,Camelus,,2015-04,,"Middle East respiratory syndrome coronavirus isolate camel/Taif/T91(b)/2015, complete genome"
,KT368887,2015-12-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30116,complete,,Saudi Arabia,Camelus,,2015-04,,"Middle East respiratory syndrome coronavirus isolate camel/Taif/T92/2015, complete genome"
,KT368870,2015-12-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30110,complete,,Saudi Arabia,Camelus,,2015-03,,"Middle East respiratory syndrome coronavirus isolate camel/Riyadh/Ry159(b)/2015, complete genome"
,KT368840,2015-12-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30116,complete,,Saudi Arabia,Camelus,,2014-12,,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D48/2014, complete genome"
,KT368855,2015-12-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30115,complete,,Saudi Arabia,Camelus,,2014-09,,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/S93/2014, complete genome"
,KT368852,2015-12-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30117,complete,,Saudi Arabia,Camelus,,2014-10,,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/O47(b)/2014, complete genome"
,KT368836,2015-12-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30119,complete,,Saudi Arabia,Camelus,,2014-12,,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D43(b)/2014, complete genome"
,KT368844,2015-12-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30109,complete,,Saudi Arabia,Camelus,,2014-12,,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D90/2014, complete genome"
,KT368866,2015-12-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30114,complete,,Saudi Arabia,Camelus,,2015-02,,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/Jd175/2015, complete genome"
,KT368872,2015-12-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30122,complete,,Saudi Arabia,Camelus,,2015-03,,"Middle East respiratory syndrome coronavirus isolate camel/Riyadh/Ry173/2015, complete genome"
,KT368827,2015-12-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30114,complete,,Saudi Arabia,Camelus,,2014-09,,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/401/2014, complete genome"
,KT368826,2015-12-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30122,complete,,Saudi Arabia,Camelus,,2014-07,,"Middle East respiratory syndrome coronavirus isolate camel/Riyadh/Ry84N/2014, complete genome"
,KT368837,2015-12-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30117,complete,,Saudi Arabia,Camelus,,2014-12,,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D45/2014, complete genome"
,KT368834,2015-12-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30113,complete,,Saudi Arabia,Camelus,,2014-12,,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D40/2014, complete genome"
,KT368839,2015-12-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30117,complete,,Saudi Arabia,Camelus,,2014-12,,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D47/2014, complete genome"
,KT368832,2015-12-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30118,complete,,Saudi Arabia,Camelus,,2014-12,,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D36/2014, complete genome"
,KT368828,2015-12-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30119,complete,,Saudi Arabia,Camelus,,2014-12,,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D100/2014, complete genome"
,KT368830,2015-12-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30119,complete,,Saudi Arabia,Camelus,,2014-12,,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/D34/2014, complete genome"
,KT368850,2015-12-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30118,complete,,Saudi Arabia,Camelus,,2014-10,,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/O24/2014, complete genome"
,KT368864,2015-12-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30118,complete,,Saudi Arabia,Camelus,,2015-01,,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/Jd87/2015, complete genome"
,KT368862,2015-12-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30120,complete,,Saudi Arabia,Camelus,,2015-01,,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/Jd85/2015, complete genome"
,KT368858,2015-12-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30113,complete,,Saudi Arabia,Camelus,,2015-01,,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/Jd1(b)/2015, complete genome"
,KT368867,2015-12-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30116,complete,,Saudi Arabia,Camelus,,2015-02,,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/Jd199/2015, complete genome"
